original_id,conv_id,input_text,intent,entities,action_1,policy_1,bot_text,cv_outputs,Unnamed: 9,x,y,z,combine_text,kmeans_cluster,gm_cluster,hc_cluster,short_input_texts,short_bot_texts,short_entities
28.2,125,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-36.24069,43.834736,80.21503,shop ơi,4,6,3,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
28.2,125,https://scontent.xx.fbcdn.net/v/t1.15752-9/93441614_838087866689750_1344649905557209088_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=-Pf6gZpnxUgAX-Vpbkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=85b3f6a0e8f8a803032f798d945c239f&oe=5EBCD83B,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93441614_838087866689750_1344649905557209088_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=-Pf6gZpnxUgAX-Vpbkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=85b3f6a0e8f8a803032f798d945c239f&oe=5EBCD83B']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': '', 'product_id': '2553', 'product_name': 'Bộ đồ chơi nhà bếp thông minh', 'score': '0.9938376142341514'}]",,63.205753,-48.710995,0.78287756,https://scontent.xx.fbcdn.net/v/t1.15752-9/93441614_838087866689750_1344649905557209088_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=-Pf6gZpnxUgAX-Vpbkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=85b3f6a0e8f8a803032f798d945c239f&oe=5EBCD83B,5,2,0,url,Bạn đang tìm kiếm thông tin gì ạ?,url
28.2,125,Cho e giá nhé,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Sản phẩm Bộ đồ chơi nhà bếp thông minh có giá: 490.000 - 790.000 tùy mẫu mã (kích thước, màu sắc...).
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card sp>",,,36.464012,13.213497,68.06682,Cho e giá nhé,4,6,3,Cho e giá nhé,"Sản phẩm Bộ đồ chơi nhà bếp thông minh có giá: 490-<br> .000 - 790.000 tùy mẫu mã (kích thước, màu sắc...)-<br> .
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card-<br>",['attribute:price']
9.0,126,https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': '', 'product_id': '2554', 'product_name': 'Bộ đồ chơi nhà bếp thông minh', 'score': '0.9164568930806197'}]","[{'object_type': '', 'product_id': '2554', 'product_name': 'Bộ đồ chơi nhà bếp thông minh', 'score': '0.9164568930806197'}]",16.516163,-53.571827,78.979225,https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5,5,7,5,url,Bạn đang tìm kiếm thông tin gì ạ?,url
9.0,126,Bộ này giâ bn ạ shop,query_knowledge_base,"['mention:bộ này', 'attribute:price']",action_query_babe_kb,,"""Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)...""",,,-2.0013769,27.118183,-62.82366,Bộ này giâ bn ạ shop,7,0,4,Bộ này giâ bn ạ shop,"""Dạ, có phải bạn muốn hỏi một trong các sản phẩm d-<br> ưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)...-<br>","['mention:bộ này', 'attribute:price']"
9.1,127,Loại này bn vậy bạn,query_knowledge_base,"['mention:loại này', 'attribute:price']",action_query_babe_kb,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",,,86.4843,-9.405274,-38.861702,Loại này bn vậy bạn,2,2,1,Loại này bn vậy bạn,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả -<br>","['mention:loại này', 'attribute:price']"
9.1,127,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049946_266000034415184_8022889009304829952_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=6H5qmCrlsTMAX_UxJKR&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=56bc309e3fb8f432e5605d1e1fd4a8e2&oe=5EB6DC2D,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93049946_266000034415184_8022889009304829952_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=6H5qmCrlsTMAX_UxJKR&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=56bc309e3fb8f432e5605d1e1fd4a8e2&oe=5EB6DC2D']""]",action_query_babe_kb,,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham khảo sản phẩm sau nhé ạ:
<show sp>","[{'object_type': 'bang_ve', 'product_id': '2293', 'product_name': 'BẢNG VẼ HOLLA 2 in 1', }]",,-75.01143,-50.180412,11.100661,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049946_266000034415184_8022889009304829952_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=6H5qmCrlsTMAX_UxJKR&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=56bc309e3fb8f432e5605d1e1fd4a8e2&oe=5EB6DC2D,3,1,0,url,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có -<br> giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham-<br>",url
9.1,127,Có những màu gì ạ ?,query_knowledge_base,['attribute:color'],action_query_babe_kb,,"Dạ, BẢNG VẼ HOLLA 2 in 1 hiện có các màu: Hồng, Xanh
<Show card tương ứng với các màu của sản phẩm>",,,-21.089968,6.505369,49.34453,Có những màu gì ạ ?,4,6,6,Có những màu gì ạ ?,"Dạ, BẢNG VẼ HOLLA 2 in 1 hiện có các màu: Hồng, Xa-<br>",['attribute:color']
9.1,127,"Để mình tham khảo thêm , có gì mình báo sớm",handover_to_inbox,,action_handover_to_inbox,,,,,-29.632092,-50.322113,4.4873962,"Để mình tham khảo thêm , có gì mình báo sớm",3,1,0,"Để mình tham khảo thêm , có gì mình báo sớm",nan,nan
0.0,128,Shop có ghế nhún k b,query_knowledge_base,['object_type:ghe_nhun'],action_query_babe_kb,,"Sản phẩm Ghế nhún hiện shop đang có các sản phẩm sau ạ:
<show card các sản phẩm object_type ghe_nhun>
",,,-43.282963,-37.713665,-38.43506,Shop có ghế nhún k b,3,1,0,Shop có ghế nhún k b,"Sản phẩm Ghế nhún hiện shop đang có các sản phẩm s-<br> au ạ:
<show card các sản phẩm object_type ghe_nhu-<br>",['object_type:ghe_nhun']
2.0,129,Shop ơi,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,45.418324,55.80258,63.76159,Shop ơi,4,6,3,Shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
2.0,129,"Mình mua bộ đồ chơi nấu ăn cho bé
Happy little chef",query_knowledge_base,['object_type:do_choi_nau_an'],action_query_babe_kb,,"Sản phẩm Đồ chơi nấu ăn hiện shop đang có các sản phẩm sau ạ:
<show card các sản phẩm object_type do_choi_nau_an>
",,,-98.143105,132.55394,1.5938034,"Mình mua bộ đồ chơi nấu ăn cho bé
Happy little chef",0,5,7,"Mình mua bộ đồ chơi nấu ăn cho bé
Happy little che-<br>","Sản phẩm Đồ chơi nấu ăn hiện shop đang có các sản -<br> phẩm sau ạ:
<show card các sản phẩm object_type do-<br>",['object_type:do_choi_nau_an']
2.0,129,ok ạ,agree,,utter_agree,,Vâng ạ!,,,57.603477,-12.589794,-59.784958,ok ạ,2,2,1,ok ạ,Vâng ạ!,nan
4.0,130,Shop ơi,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,44.49693,45.647144,62.820057,Shop ơi,4,6,3,Shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
4.0,130,Cái thanh chắn cầu thang giá bn vậy bạn,query_knowledge_base,"['object_type:thanh_noi_chan','attribute:price']",action_query_babe_kb,,"Sản phẩm Thanh nối chặn hiện shop đang có các sản phẩm sau ạ:
<show card các sản phẩm object_type thanh_noi_chan>
",,,-7.003252,-51.11921,-8.890963,Cái thanh chắn cầu thang giá bn vậy bạn,3,1,0,Cái thanh chắn cầu thang giá bn vậy bạn,"Sản phẩm Thanh nối chặn hiện shop đang có các sản -<br> phẩm sau ạ:
<show card các sản phẩm object_type th-<br>","['object_type:thanh_noi_chan','attribute:price']"
4.0,130,ok ạ,agree,,utter_agree,,Vâng ạ!,,,66.24825,-17.84036,-60.990097,ok ạ,2,2,1,ok ạ,Vâng ạ!,nan
5.0,131,gửi ảnh giúp c đc ko,query_knowledge_base,['attribute:image'],action_query_babe_kb,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",,,-21.983587,57.32886,-9.007041,gửi ảnh giúp c đc ko,6,5,4,gửi ảnh giúp c đc ko,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả -<br>",['attribute:image']
5.0,131,m cần tìm ghế ăn cho bé,query_knowledge_base,['object_type:ghe_an'],action_query_babe_kb,,"Sản phẩm Ghế Ăn hiện shop đang có các mức giá sau ạ:
<500-1M>....<Sao cũng được!>",,,-9.61376,6.0015593,32.320824,m cần tìm ghế ăn cho bé,4,6,1,m cần tìm ghế ăn cho bé,Sản phẩm Ghế Ăn hiện shop đang có các mức giá sau -<br>,['object_type:ghe_an']
6.0,132,Chào shop,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-45.595093,34.977028,-76.006035,Chào shop,7,0,4,Chào shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
6.0,132,Cho  mình xin giá máy pha sữa bên shop nhé ạ,query_knowledge_base,"['attribute:price', 'object_type:may_pha_sua']",action_query_babe_kb,,"Sản phẩm  Máy pha sữa cao cấp Tiny Baby Formula (Nhật Bản)  hiện shop đang có giá: *3,530,000 VND (giá gốc 3,850,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,25.626791,-24.26331,9.0932665,Cho  mình xin giá máy pha sữa bên shop nhé ạ,5,7,0,Cho  mình xin giá máy pha sữa bên shop nhé ạ,"Sản phẩm  Máy pha sữa cao cấp Tiny Baby Formula (N-<br> hật Bản)  hiện shop đang có giá: *3,530,000 VND (g-<br> iá gốc 3,850,000 VND)*.
Bạn tham khảo các sản phẩm-<br>","['attribute:price', 'object_type:may_pha_sua']"
8.0,133,Chào shop,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-41.657486,46.6431,-80.7395,Chào shop,7,0,4,Chào shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
8.0,133,Shop cho hỏi có bán ghế ăn dặm cho trẻ con không,query_knowledge_base,['object_type:ghe_an'],action_query_babe_kb,,Hiện tại sản phẩm Ghế Ăn  shop đang có những *giá* sau ạ:,,,-10.632392,-22.436054,14.928001,Shop cho hỏi có bán ghế ăn dặm cho trẻ con không,3,1,1,Shop cho hỏi có bán ghế ăn dặm cho trẻ con không,Hiện tại sản phẩm Ghế Ăn  shop đang có những *giá*-<br>,['object_type:ghe_an']
8.0,133,"/confirm_attribute_value{""price"": ""500k - 1M""}",confirm_attribute_value,['price:500k - 1M'],action_query_babe_kb,,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,,,-55.557907,-18.027384,53.277355,/confirm_attribute_value{price: 500k - 1M},0,6,5,"/confirm_attribute_value{""price"": ""500k - 1M""}",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé-<br>,['price:500k - 1M']
8.0,133,Tôi muốn mua loại 799k,query_knowledge_base,['price:799k'],action_query_babe_kb,,"Sản phẩm  Ghế ăn đa năng kết hợp xe kéo MASTELA 1018 CHÍNH HÃNG giá 799k hiện shop đang có giá: *799,000 VND (giá gốc 1,300,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-3.14441,35.473763,13.026731,Tôi muốn mua loại 799k,6,5,1,Tôi muốn mua loại 799k,"Sản phẩm  Ghế ăn đa năng kết hợp xe kéo MASTELA 10-<br> 18 CHÍNH HÃNG giá 799k hiện shop đang có giá: *799-<br> ,000 VND (giá gốc 1,300,000 VND)*.
Bạn tham khảo c-<br>",['price:799k']
8.0,133,Cái này 30kg có ngồi được ko,query_knowledge_base,"['mention:cái này', 'capacity:30kg']",action_query_babe_kb,,"Sản phẩm  Ghế ăn đa năng kết hợp xe kéo MASTELA 1018 CHÍNH HÃNG có trọng tải: 13kg ạ
Bạn tham khảo các sản phẩm sau nhé ạ:
<show card sp>",,,4.5855374,1.4476751,-64.61968,Cái này 30kg có ngồi được ko,1,4,4,Cái này 30kg có ngồi được ko,"Sản phẩm  Ghế ăn đa năng kết hợp xe kéo MASTELA 10-<br> 18 CHÍNH HÃNG có trọng tải: 13kg ạ
Bạn tham khảo c-<br>","['mention:cái này', 'capacity:30kg']"
8.0,133,ok shop,agree,,utter_agree,,Vâng ạ!,,,-2.516499,-46.83605,-94.71811,ok shop,1,4,2,ok shop,Vâng ạ!,nan
9.0,134,"Có freeship k an
Ạ
Ship hcm",handover_to_inbox,[],action_handover_to_inbox,,"Dạ bạn vui lòng chờ trong vài phút, nhân viên sẽ trả lời bạn sớm nhất ạ",,,-28.072649,-29.200283,18.09959,"Có freeship k an
Ạ
Ship hcm",3,1,0,"Có freeship k an
Ạ
Ship hcm","Dạ bạn vui lòng chờ trong vài phút, nhân viên sẽ t-<br>",[]
10.0,135,"Dạ,bao lâu thì biết đc mình có đc nhận qà hay k ạ",handover_to_inbox,[],action_handover_to_inbox,,"Dạ bạn vui lòng chờ trong vài phút, nhân viên sẽ trả lời bạn sớm nhất ạ",,,43.79023,42.71744,-41.274822,"Dạ,bao lâu thì biết đc mình có đc nhận qà hay k ạ",2,0,4,"Dạ,bao lâu thì biết đc mình có đc nhận qà hay k ạ","Dạ bạn vui lòng chờ trong vài phút, nhân viên sẽ t-<br>",[]
11.0,136,"https://scontent.xx.fbcdn.net/v/t1.15752-9/94342216_2472338469763544_5708094841569673216_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=kg5-pAp7BTgAX-QEe_x&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aeb84a7b6bfc81f1fdadcd81e0347482&oe=5EC8A82A
https://scontent.xx.fbcdn.net/v/t1.15752-9/94318161_887396588390390_8811840609993097216_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=AWcLOmXmk3YAX-wKPHM&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a19ee2c3acb264c574fb86ccd5539fac&oe=5EC6A253
hai món này giá bnhieu ạ",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/94318161_887396588390390_8811840609993097216_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=AWcLOmXmk3YAX-wKPHM&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a19ee2c3acb264c574fb86ccd5539fac&oe=5EC6A253', 'https://scontent.xx.fbcdn.net/v/t1.15752-9/94342216_2472338469763544_5708094841569673216_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=kg5-pAp7BTgAX-QEe_x&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aeb84a7b6bfc81f1fdadcd81e0347482&oe=5EC8A82A']"", 'mention:món này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm Bộ đồ chơi nhà bếp thông minh hiện shop đang có giá: 790000 VND (giá gốc 790000 VND). Bạn tham khảo các sản phẩm sau nhé ạ:
<show card sp>

Sản phẩm Xe chòi chân kiêm xe lắc cao cấp có nhạc Holla hiện shop đang có giá: *790,000 VND (giá gốc 1,200,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:
<show card sp>","[{'object_type': 'bo', 'product_id': '368', 'product_name': 'Bô ngựa con cao cấp Royal Care - Hàng nhập khẩu chính hãng', 'score': '0.8251285114966661'}, {'object_type': 'ke', 'product_id': '', 'product_name': '', 'score': '0.9801105'}]",,32.93881,47.279095,-23.563704,"https://scontent.xx.fbcdn.net/v/t1.15752-9/94342216_2472338469763544_5708094841569673216_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=kg5-pAp7BTgAX-QEe_x&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aeb84a7b6bfc81f1fdadcd81e0347482&oe=5EC8A82A
https://scontent.xx.fbcdn.net/v/t1.15752-9/94318161_887396588390390_8811840609993097216_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=AWcLOmXmk3YAX-wKPHM&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a19ee2c3acb264c574fb86ccd5539fac&oe=5EC6A253
hai món này giá bnhieu ạ",2,0,1,url,"Sản phẩm Bộ đồ chơi nhà bếp thông minh hiện shop đ-<br> ang có giá: 790000 VND (giá gốc 790000 VND). Bạn t-<br> ham khảo các sản phẩm sau nhé ạ:
<show card sp>

S-<br> ản phẩm Xe chòi chân kiêm xe lắc cao cấp có nhạc H-<br> olla hiện shop đang có giá: *790,000 VND (giá gốc -<br> 1,200,000 VND)*.
Bạn tham khảo các sản phẩm sau nh-<br>",url
11.0,136,ok shop,agree,,utter_agree,,Vâng ạ!,,,2.591019,-31.608023,-93.944916,ok shop,1,4,2,ok shop,Vâng ạ!,nan
12.0,137,Bàn này gập gọn vào dc ko bạn?,query_knowledge_base,"['mention:bàn này','attribute:video']",action_query_babe_kb,,"Dạ, bạn vui lòng xem hướng dẫn sử dụng sản phẩm tại đây ạ
<show video hướng dẫn sử dụng trong shopee>",,,22.335789,3.4868402,-33.519894,Bàn này gập gọn vào dc ko bạn?,2,2,4,Bàn này gập gọn vào dc ko bạn?,"Dạ, bạn vui lòng xem hướng dẫn sử dụng sản phẩm tạ-<br> i đây ạ
<show video hướng dẫn sử dụng trong shopee-<br>","['mention:bàn này','attribute:video']"
13.0,138,"https://scontent.xx.fbcdn.net/v/t1.15752-9/94181516_219655075983837_7369188505747980288_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQmgIzziHIsE2roCLl036R2GPDGy04e86wa1CzOt7ervW0gLWyk_em0o2mmJ3IgXqY_sUfwvGsa9c35xaciWrG3J&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=588db62d9dc34f7e68e7f6727ba95966&oe=5EC598CD
Em xin giá xe này shop ơi",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/94181516_219655075983837_7369188505747980288_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQmgIzziHIsE2roCLl036R2GPDGy04e86wa1CzOt7ervW0gLWyk_em0o2mmJ3IgXqY_sUfwvGsa9c35xaciWrG3J&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=588db62d9dc34f7e68e7f6727ba95966&oe=5EC598CD']"", 'attribute:price', 'object_type:xe', 'mention:này']",action_query_babe_kb,,"Sản phẩm  Xe tập đi đa năng cao cấp Holla hiện shop đang có giá: 1200.000 VND
Bạn tham khảo các sản phẩm sau nhé ạ:
<show card sp>","[{'object_type': 'xe_tap_di', 'product_id': '', 'product_name': '', 'score': '0.9739141'}]",,-0.00710516,52.722454,-35.679935,"https://scontent.xx.fbcdn.net/v/t1.15752-9/94181516_219655075983837_7369188505747980288_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQmgIzziHIsE2roCLl036R2GPDGy04e86wa1CzOt7ervW0gLWyk_em0o2mmJ3IgXqY_sUfwvGsa9c35xaciWrG3J&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=588db62d9dc34f7e68e7f6727ba95966&oe=5EC598CD
Em xin giá xe này shop ơi",7,0,4,url,"Sản phẩm  Xe tập đi đa năng cao cấp Holla hiện sho-<br> p đang có giá: 1200.000 VND
Bạn tham khảo các sản -<br>",url
13.0,138,Cảm ơn shop,thank,[],utter_thank,,Cảm ơn bạn!,,,-25.983799,39.85576,0.9442825,Cảm ơn shop,0,5,6,Cảm ơn shop,Cảm ơn bạn!,[]
13.0,138,Shop ship cho em 1 chiếc xe đẩy Holla màu xanh nhé ạ,query_knowledge_base,"['object_type:xe_day', 'brand:holla', 'color:màu xanh']",action_query_babe_kb,,"{Các câu hỏi bot có thể hỏi để đủ thông tin:}
- Dạ bạn muốn đặt sản phẩm nào ạ?
- Bạn muốn đặt số lượng bao nhiêu? + 5 button từ 1 đến 5
- Số điện thoại người nhận?
- Địa chỉ nhận hàng? (Số nhà, phường/xã, quận/huyện, tỉnh/thành phố)
- Bạn có lưu ý gì cho bên vận chuyển không? (vd: cần gấp...)

{Nếu đã đủ thông tin sẽ show ra} Đơn hàng của bạn gồm:...",,,5.465314,-3.1710782,22.7419,Shop ship cho em 1 chiếc xe đẩy Holla màu xanh nhé ạ,5,7,1,Shop ship cho em 1 chiếc xe đẩy Holla màu xanh nhé-<br>,"{Các câu hỏi bot có thể hỏi để đủ thông tin:}
- D-<br> ạ bạn muốn đặt sản phẩm nào ạ?
- Bạn muốn đặt số -<br> lượng bao nhiêu? + 5 button từ 1 đến 5
- Số điện -<br> thoại người nhận?
- Địa chỉ nhận hàng? (Số nhà, p-<br> hường/xã, quận/huyện, tỉnh/thành phố)
- Bạn có lư-<br> u ý gì cho bên vận chuyển không? (vd: cần gấp...)-<br> 

{Nếu đã đủ thông tin sẽ show ra} Đơn hàng của b-<br>","['object_type:xe_day', 'brand:holla', 'color:màu xanh']"
14.0,139,Shop ơi,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,51.32237,49.50303,69.30052,Shop ơi,4,6,3,Shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
14.0,139,"E chào shop
E xin giá xe đẩy với ạ",query_knowledge_base,"['attribute:price', 'object_type:xe_day']",action_query_babe_kb,,Hiện tại sản phẩm Xe Đẩy  shop đang có những *giá* sau ạ:,,,5.4631233,71.71318,-36.670135,"E chào shop
E xin giá xe đẩy với ạ",7,0,4,"E chào shop
E xin giá xe đẩy với ạ",Hiện tại sản phẩm Xe Đẩy  shop đang có những *giá*-<br>,"['attribute:price', 'object_type:xe_day']"
14.0,139,"E quên ạ
Xe tròn tập đi ấy ạ",query_knowledge_base,['object_type:xe_tap_di'],action_query_babe_kb,,Hiện tại sản phẩm Xe Tập Đi  shop đang có những *giá* sau ạ:,,,58.28411,24.543947,-30.589647,"E quên ạ
Xe tròn tập đi ấy ạ",2,2,1,"E quên ạ
Xe tròn tập đi ấy ạ",Hiện tại sản phẩm Xe Tập Đi  shop đang có những *g-<br>,['object_type:xe_tap_di']
15.0,140,https://scontent.xx.fbcdn.net/v/t1.15752-9/93606905_299502284371603_116262917866782720_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=0AUlKD2s0VYAX9ut48m&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f4de749b147aef02435adc37b87d9235&oe=5EC5F7D5,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93606905_299502284371603_116262917866782720_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=0AUlKD2s0VYAX9ut48m&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f4de749b147aef02435adc37b87d9235&oe=5EC5F7D5']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'quay', 'product_id': '', 'product_name': '', 'score': '0.9987836'}]",,-60.716984,12.279452,42.093464,https://scontent.xx.fbcdn.net/v/t1.15752-9/93606905_299502284371603_116262917866782720_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=0AUlKD2s0VYAX9ut48m&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f4de749b147aef02435adc37b87d9235&oe=5EC5F7D5,0,5,6,url,Bạn đang tìm kiếm thông tin gì ạ?,url
15.0,140,Giá tiền ban ơi,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Sản phẩm Quây HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠNG MIỆN hiện shop đang có giá: 4190.000 VND
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-53.320377,22.094894,37.430367,Giá tiền ban ơi,0,5,6,Giá tiền ban ơi,"Sản phẩm Quây HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠNG -<br> MIỆN hiện shop đang có giá: 4190.000 VND
Bạn tham -<br>",['attribute:price']
16.0,141,Thanks b nhé,thank,[],utter_thank,,Cảm ơn bạn!,,,-40.188503,-55.87402,-71.94548,Thanks b nhé,1,4,2,Thanks b nhé,Cảm ơn bạn!,[]
17.0,142,Chào shop,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-29.758,42.916122,-84.3062,Chào shop,7,0,4,Chào shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
