original_id,conv_id,input_text,intent,entities,action_1,policy_1,bot_text,cv_outputs,Unnamed: 9,x,y,combine_text,cluster,short_input_texts,short_bot_texts,short_entities
6.1,95,shop ơi,greet,[],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,3.087226,-49.4156,"shop ơi greet  utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",2,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",[]
6.1,95,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD
Báo giá giúp mình
Và bên b có bàn gội đàu cho bé k
Có sẵn k bạn",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD']"", 'attribute:price']",action_query_babe_kb,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)...","[{'object_type': 'dan', 'product_id': '2404', 'product_name': 'Đàn piano cổ điển kèm Mic Winfun 2045', 'score': '0.941840406089333'}]",,-16.177052,-11.231838,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD
Báo giá giúp mình
Và bên b có bàn gội đàu cho bé k
Có sẵn k bạn query_knowledge_base url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD, attribute:price action_query_babe_kb Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)... https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD
Báo giá giúp mình
Và bên b có bàn gội đàu cho bé k
Có sẵn k bạn",3,url,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dư-<br>",url
6.1,95,K bàn gội đầu nữa bạn,disagree,[],utter_disagree,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,,,14.021949,1.4923898,K bàn gội đầu nữa bạn disagree  utter_disagree Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé! K bàn gội đầu nữa bạn,4,K bàn gội đầu nữa bạn,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat -<br>,[]
6.1,95,/connect_employee,connect_employee,,action_handover_to_inbox,,,,,23.909742,-5.5954137,/connect_employee connect_employee nan action_handover_to_inbox nan /connect_employee,4,/connect_employee,nan,nan
6.2,96,shop ơi,greet,[],utter_greet,,"Chào Thu Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",,,26.272501,-5.912179,"shop ơi greet  utter_greet Chào Thu Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé! shop ơi",4,shop ơi,"Chào Thu Anh, mình là trợ lý ảo của Shop Gấu & Bí -<br> Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô -<br> tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!-<br>",[]
6.2,96,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD
Báo giá giúp mình
Và bên b có bàn gội đàu cho bé k
Có sẵn k bạn",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD']"", 'attribute:price']",action_query_babe_kb,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)...",,,-16.177002,-11.2318325,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD
Báo giá giúp mình
Và bên b có bàn gội đàu cho bé k
Có sẵn k bạn query_knowledge_base url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD, attribute:price action_query_babe_kb Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)... https://scontent.xx.fbcdn.net/v/t1.15752-9/93942919_236576060921353_8212294017631649792_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=x7L3d8CsyC4AX9jTMxO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=35be75d9220bfb0bd5b9d37949f56726&oe=5EBFCEBD
Báo giá giúp mình
Và bên b có bàn gội đàu cho bé k
Có sẵn k bạn",3,url,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dư-<br>",url
6.2,96,K bàn gội đầu nữa bạn,disagree,[],utter_disagree,,"Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!
<Show button [Chat với nhân viên] >",,,14.225518,2.1478682,"K bàn gội đầu nữa bạn disagree  utter_disagree Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!
<Show button Chat với nhân viên > K bàn gội đầu nữa bạn",4,K bàn gội đầu nữa bạn,"Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat -<br> với nhân viên tư vấn nhé!
<Show button [Chat với n-<br>",[]
6.2,96,chị muốn mua thêm cái bàn gội đầu nữa,query_knowledge_base,[object_type:ban_goi_dau],action_query_babe_kb,,Dạ hiện tại sản phẩm Bàn gội đầu shop đang hết hàng ạ.,,,7.2651916,6.7117825,chị muốn mua thêm cái bàn gội đầu nữa query_knowledge_base object_type:ban_goi_dau action_query_babe_kb Dạ hiện tại sản phẩm Bàn gội đầu shop đang hết hàng ạ. chị muốn mua thêm cái bàn gội đầu nữa,1,chị muốn mua thêm cái bàn gội đầu nữa,Dạ hiện tại sản phẩm Bàn gội đầu shop đang hết hàn-<br>,[object_type:ban_goi_dau]
6.2,96,ok em,agree,,utter_agree,,Dạ vâng ạ!,,,25.394514,8.114698,ok em agree nan utter_agree Dạ vâng ạ! ok em,4,ok em,Dạ vâng ạ!,nan
7.1,97,Bộ này bao nhiêu bạn,query_knowledge_base,"['mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",,,5.5151224,-6.885062,"Bộ này bao nhiêu bạn query_knowledge_base mention:bộ này, attribute:price action_query_babe_kb Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé! Bộ này bao nhiêu bạn",1,Bộ này bao nhiêu bạn,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả -<br>","['mention:bộ này', 'attribute:price']"
7.1,97,https://scontent.xx.fbcdn.net/v/t1.15752-9/93831201_1146889219003227_7546191276316557312_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_oc=AQkuiFn2HKv0U6Hz-7RRHmrQAjUe-uffEK34qJgnFu6_ykFT-y29UT6dfe6Tv3zTmX6LSt07VktpDCc5axlV9PMD&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=407a378e86bd2e1221efec86158f3723&oe=5EC0F33A,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93831201_1146889219003227_7546191276316557312_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_oc=AQkuiFn2HKv0U6Hz-7RRHmrQAjUe-uffEK34qJgnFu6_ykFT-y29UT6dfe6Tv3zTmX6LSt07VktpDCc5axlV9PMD&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=407a378e86bd2e1221efec86158f3723&oe=5EC0F33A']""]",action_handle_send_link_only,,"Sản phẩm  Bàn học, bản chơi lắp ghép Lego cao cấp  hiện shop đang có giá: *995,000 VND (giá gốc 1,750,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:","[{'object_type': 'ban', 'product_id': '1936', 'product_name': 'Bàn học, bản chơi lắp ghép Lego cao cấp', 'score': '0.9531360341624333'}]",,-11.405181,7.272387,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93831201_1146889219003227_7546191276316557312_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_oc=AQkuiFn2HKv0U6Hz-7RRHmrQAjUe-uffEK34qJgnFu6_ykFT-y29UT6dfe6Tv3zTmX6LSt07VktpDCc5axlV9PMD&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=407a378e86bd2e1221efec86158f3723&oe=5EC0F33A send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93831201_1146889219003227_7546191276316557312_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_oc=AQkuiFn2HKv0U6Hz-7RRHmrQAjUe-uffEK34qJgnFu6_ykFT-y29UT6dfe6Tv3zTmX6LSt07VktpDCc5axlV9PMD&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=407a378e86bd2e1221efec86158f3723&oe=5EC0F33A action_handle_send_link_only Sản phẩm  Bàn học, bản chơi lắp ghép Lego cao cấp  hiện shop đang có giá: *995,000 VND (giá gốc 1,750,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ: https://scontent.xx.fbcdn.net/v/t1.15752-9/93831201_1146889219003227_7546191276316557312_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_oc=AQkuiFn2HKv0U6Hz-7RRHmrQAjUe-uffEK34qJgnFu6_ykFT-y29UT6dfe6Tv3zTmX6LSt07VktpDCc5axlV9PMD&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=407a378e86bd2e1221efec86158f3723&oe=5EC0F33A",5,url,"Sản phẩm  Bàn học, bản chơi lắp ghép Lego cao cấp -<br>  hiện shop đang có giá: *995,000 VND (giá gốc 1,75-<br> 0,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:-<br>",url
8.1,98,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93580519_538582043761954_1298513551547170816_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=V-gNgxOgT4YAX91GbRA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=37247cf249e08d7d0658803b3f22d363&oe=5EBED552
Bộ này bn ah",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93580519_538582043761954_1298513551547170816_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=V-gNgxOgT4YAX91GbRA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=37247cf249e08d7d0658803b3f22d363&oe=5EBED552']"", 'mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: *790,000 VND (giá gốc 790,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:","[{'object_type': '', 'product_id': '2553', 'product_name': 'Bộ đồ chơi nhà bếp thông minh', 'score': '0.9947072726867189'}]",,-9.695191,5.5310593,"https://scontent.xx.fbcdn.net/v/t1.15752-9/93580519_538582043761954_1298513551547170816_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=V-gNgxOgT4YAX91GbRA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=37247cf249e08d7d0658803b3f22d363&oe=5EBED552
Bộ này bn ah query_knowledge_base url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93580519_538582043761954_1298513551547170816_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=V-gNgxOgT4YAX91GbRA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=37247cf249e08d7d0658803b3f22d363&oe=5EBED552, mention:bộ này, attribute:price action_query_babe_kb Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: *790,000 VND (giá gốc 790,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ: https://scontent.xx.fbcdn.net/v/t1.15752-9/93580519_538582043761954_1298513551547170816_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=V-gNgxOgT4YAX91GbRA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=37247cf249e08d7d0658803b3f22d363&oe=5EBED552
Bộ này bn ah",5,url,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop-<br>  đang có giá: *790,000 VND (giá gốc 790,000 VND)*.-<br>",url
8.1,98,Dạ vâng b,agree,[],utter_agree,,Dạ vâng ạ!,,,20.08077,0.7108247,Dạ vâng b agree  utter_agree Dạ vâng ạ! Dạ vâng b,4,Dạ vâng b,Dạ vâng ạ!,[]
9.1,99,https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': '', 'product_id': '2554', 'product_name': 'Bộ đồ chơi nhà bếp thông minh', 'score': '0.9164568930806197'}]",,-8.1102915,52.58286,https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5 action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ? https://scontent.xx.fbcdn.net/v/t1.15752-9/93888763_534820093897495_8873435174071697408_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=FKWPkRS2YlUAX_Kn-nn&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e3aa2900cd80040c578cdc8cd99deef&oe=5EC130D5,0,url,Bạn đang tìm kiếm thông tin gì ạ?,url
9.1,99,Bộ này giâ bn ạ shop,query_knowledge_base,"['mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: *790,000 VND (giá gốc 790,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-18.229315,0.8189861,"Bộ này giâ bn ạ shop query_knowledge_base mention:bộ này, attribute:price action_query_babe_kb Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: *790,000 VND (giá gốc 790,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ: Bộ này giâ bn ạ shop",3,Bộ này giâ bn ạ shop,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop-<br>  đang có giá: *790,000 VND (giá gốc 790,000 VND)*.-<br>","['mention:bộ này', 'attribute:price']"
10.1,100,Cho t một xe chòi chân luddy,query_knowledge_base,"['object_type:xe_choi_chan', 'brand:luddy']",action_query_babe_kb,,"Sản phẩm  Xe Chòi Chân  hiện shop đang có giá: *699,000 VND (giá gốc 998,000 VND), 448,400 VND (giá gốc 590,000 VND), 499,000 VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 800,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-12.111542,9.11977,"Cho t một xe chòi chân luddy query_knowledge_base object_type:xe_choi_chan, brand:luddy action_query_babe_kb Sản phẩm  Xe Chòi Chân  hiện shop đang có giá: *699,000 VND (giá gốc 998,000 VND), 448,400 VND (giá gốc 590,000 VND), 499,000 VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 800,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ: Cho t một xe chòi chân luddy",5,Cho t một xe chòi chân luddy,"Sản phẩm  Xe Chòi Chân  hiện shop đang có giá: *69-<br> 9,000 VND (giá gốc 998,000 VND), 448,400 VND (giá -<br> gốc 590,000 VND), 499,000 VND (giá gốc 800,000 VND-<br> ), 580,000 VND (giá gốc 800,000 VND)*.
Bạn tham kh-<br>","['object_type:xe_choi_chan', 'brand:luddy']"
10.1,100,mình muốn mua cái luddy,query_knowledge_base,['brand:luddy'],action_query_babe_kb,,"Sản phẩm Xe chòi chân thương hiệu Luddy có giá: 499,000 VND (giá gốc 800,000 VND)
<show card xe luddy>",,,-4.465751,2.8613696,"mình muốn mua cái luddy query_knowledge_base brand:luddy action_query_babe_kb Sản phẩm Xe chòi chân thương hiệu Luddy có giá: 499,000 VND (giá gốc 800,000 VND)
<show card xe luddy> mình muốn mua cái luddy",5,mình muốn mua cái luddy,"Sản phẩm Xe chòi chân thương hiệu Luddy có giá: 49-<br> 9,000 VND (giá gốc 800,000 VND)
<show card xe ludd-<br>",['brand:luddy']
10.1,100,"ok, mình lấy cái này nhé",make_order,['mention:cái này'],action_make_order,,"""Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa>""",,,4.0406146,-3.021074,"ok, mình lấy cái này nhé make_order mention:cái này action_make_order Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa> ok, mình lấy cái này nhé",1,"ok, mình lấy cái này nhé","""Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đ-<br> ặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt h-<br> àng: có tên sản phẩm, cho khách tùy chọn số lượng,-<br>  màu sắc...>
<Các thông tin đã thu thập đc thì tự -<br>",['mention:cái này']
11.0,101,ship cho m 1 xe tập đi sư tử nhé,query_knowledge_base,"['object_type:xe_tap_di,'type:sư tử'] ",action_query_knowledge_base,,"""""""Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>""""""
<Xác nhận> <Hủy>",,,5.815741,1.7547641,"ship cho m 1 xe tập đi sư tử nhé query_knowledge_base object_type:xe_tap_di,type:sư tử  action_query_knowledge_base Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Xác nhận> <Hủy> ship cho m 1 xe tập đi sư tử nhé",1,ship cho m 1 xe tập đi sư tử nhé,"""""""Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu-<br>  đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt-<br>  hàng: có tên sản phẩm, cho khách tùy chọn số lượn-<br>","['object_type:xe_tap_di,'type:sư tử'] "
11.0,101,<Xác nhận>,query_knowledge_base,,action_query_knowledge_base,,"Cám ơn bạn đã mua hàng tại shop, đơn hàng sẽ được giao đến 434 trần khát chân, 2 bà trưng trong khoảng 24 h ",,,20.179804,12.897121,"<Xác nhận> query_knowledge_base nan action_query_knowledge_base Cám ơn bạn đã mua hàng tại shop, đơn hàng sẽ được giao đến 434 trần khát chân, 2 bà trưng trong khoảng 24 h  <Xác nhận>",4,<Xác nhận>,"Cám ơn bạn đã mua hàng tại shop, đơn hàng sẽ được -<br> giao đến 434 trần khát chân, 2 bà trưng trong khoả-<br>",nan
12.0,102,hello,greet,['brand:hello'],utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,6.080149,-44.66198,"hello greet brand:hello utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? hello",2,hello,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",['brand:hello']
12.0,102,"Alo, Shop cho mình hỏi chắn cửa cho bé với",query_knowledge_base,"['object_type:thanh_chan_cua,']",action_query_knowledge_base,,"Sản phẩm  thanh chắn cửa (thanh chắn cầu thang)  hiện shop đang có giá: *699,000 VND (giá gốc 998,000 VND), 448,400 VND (giá gốc 590,000 VND), 499,000 VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 800,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:
<show card sản phẩm>",,,-11.382938,9.545856,"Alo, Shop cho mình hỏi chắn cửa cho bé với query_knowledge_base object_type:thanh_chan_cua, action_query_knowledge_base Sản phẩm  thanh chắn cửa (thanh chắn cầu thang)  hiện shop đang có giá: *699,000 VND (giá gốc 998,000 VND), 448,400 VND (giá gốc 590,000 VND), 499,000 VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 800,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:
<show card sản phẩm> Alo, Shop cho mình hỏi chắn cửa cho bé với",5,"Alo, Shop cho mình hỏi chắn cửa cho bé với","Sản phẩm  thanh chắn cửa (thanh chắn cầu thang)  h-<br> iện shop đang có giá: *699,000 VND (giá gốc 998,00-<br> 0 VND), 448,400 VND (giá gốc 590,000 VND), 499,000-<br>  VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 8-<br> 00,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ-<br>","['object_type:thanh_chan_cua,']"
12.0,102,Cái thứ 2 kích thước sao ạ,query_knowledge_base,"['mention:2', 'attribute:size']",action_query_babe_kb,,"Sản phẩm  thanh chắn cửa (thanh chắn cầu thang) giá 448,400 VND (giá gốc 590,000 VND) hiện shop đang có kích thước 
<74x85x77cm> 
Mời bạn tham khảo sản phẩm ạ:
<show card sản phẩm>",,,0.435297,6.5413375,"Cái thứ 2 kích thước sao ạ query_knowledge_base mention:2, attribute:size action_query_babe_kb Sản phẩm  thanh chắn cửa (thanh chắn cầu thang) giá 448,400 VND (giá gốc 590,000 VND) hiện shop đang có kích thước 
<74x85x77cm> 
Mời bạn tham khảo sản phẩm ạ:
<show card sản phẩm> Cái thứ 2 kích thước sao ạ",1,Cái thứ 2 kích thước sao ạ,"Sản phẩm  thanh chắn cửa (thanh chắn cầu thang) gi-<br> á 448,400 VND (giá gốc 590,000 VND) hiện shop đang-<br>  có kích thước 
<74x85x77cm> 
Mời bạn tham khảo sả-<br>","['mention:2', 'attribute:size']"
